STULS,ESCS,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,BELONG,BEINGBULLIED,gender,TEACHBEHA,SBHL,PV1READ
10,1.3347,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-0.6142,0.6012,1.0844,0.1956,1.8164,-0.687,0.2621,-0.5928,-0.0614,0.3468,-0.3184,-0.7823,2,0.933,1,1
8,1.203,-0.0652,0.7628,-0.5343,0.299,1.0346,-0.4399,0.3695,-0.8687,1.1473,-0.4213,0.4667,0.1956,1.8164,-1.2792,-0.0794,0.4094,0.7761,-0.6331,0.9683,-0.7823,2,-1.419,1,1
8,-0.8342,1.1945,1.314,1.8202,-0.6555,1.0346,2.0871,2.0073,1.8245,2.0378,1.6762,-0.6583,-0.2661,-0.1015,-0.4342,0.2621,1.2386,-0.0614,0.2224,-0.445,-0.7823,1,-2.0409,1,1
9,1.1218,0.2377,0.2148,-0.5338,-0.3253,0.2127,0.2464,0.4572,0.6797,1.2186,-0.2119,-0.6583,0.1956,1.1448,0.052,-0.3121,0.1869,0.4152,0.7181,0.3018,-0.7823,2,2.1583,1,1
6,1.3278,1.3671,0.7628,1.8202,-0.6555,1.0346,0.6118,0.5437,0.9888,-0.6142,-0.9391,-0.6583,0.7871,-0.6545,-0.5311,-0.6723,-0.5928,0.3858,-0.6441,-0.0264,0.2907,2,0.6479,1.3333334,1
8,1.458,2.0345,1.314,1.8202,-0.3253,1.0346,2.0871,0.836,1.8245,2.0378,1.6762,1.0844,0.849,1.8164,1.8905,-0.569,0.1869,-0.0614,-1.8213,-0.8223,-0.7823,1,-0.7833,1,1
7,0.9199,2.0345,1.314,0.286,0.2012,-0.6576,2.0871,0.3721,0.6797,0.202,1.2992,1.0844,1.1811,0.6291,-0.4342,1.348,1.2386,0.4558,0.0337,0.6678,0.7703,1,1.6299,1,1
7,1.1565,-0.0424,0.7628,0.0836,-0.3253,1.0346,-0.62,-0.5786,0.1744,0.444,-0.2119,-2.5375,0.571,-0.1015,1.8905,-0.9827,-0.5928,-0.8109,0.0217,-0.5635,-0.7823,2,1.7102,1,1
7,0.7625,2.0345,-0.2023,-0.5072,-0.3253,-1.5824,0.5102,-0.5786,0.1744,0.6912,-0.9391,-0.6583,0.1956,-0.1015,0.4637,-0.9827,-0.5928,-0.0614,-1.3162,-0.6659,1.1928,2,3.7879,1,1
2,0.5278,-0.9514,-0.5575,-0.7592,-1.6391,-0.6439,-0.62,0.1067,-0.8262,-0.6142,-0.9391,-1.1507,0.1956,0.6291,-0.2006,-0.6723,-0.5928,-1.0974,0.3468,-1.404,2.896,1,1.6556,1.3333334,1
9,1.299,0.7767,0.4394,1.8202,-1.6391,1.0346,-0.62,0.1067,-0.8262,0.6912,-0.9391,1.0844,0.1956,-0.6545,-0.4342,0.2621,1.2386,-0.4684,0.7181,-0.5665,0.1462,1,-0.7733,1,1
7,0.8623,0.871,0.6259,0.3737,0.7743,0.2169,1.1884,0.8329,0.9888,2.0378,-0.5107,0.4626,1.2643,0.5693,0.3335,-0.569,-1.1176,-0.8109,0.7181,0.0928,0.8615,2,-0.1274,1,1
6,0.586,0.7767,-0.7475,-1.5297,-1.6391,-0.6576,-0.2336,-1.0504,-0.6079,1.2186,-0.9391,-0.6583,-0.2661,-0.1015,-0.4342,-0.6723,-0.5928,-0.8386,0.1447,-0.0553,-0.7823,1,-1.2401,1,1
3,1.0837,-0.9688,0.7628,-0.7868,-1.6391,0.2127,1.1506,1.1813,-0.2659,2.0378,-1.807,-1.8225,-1.5513,0.9982,0.4637,-0.0794,0.6502,-0.5035,-1.6071,-2.0711,1.1211,1,2.1689,1.6666666,1
1,0.7462,0.9207,1.314,-0.5794,-0.3253,0.5029,-0.7695,0.4572,0.5665,2.0378,-0.9391,-0.6506,0.1956,0.5693,-0.0288,1.7411,-1.566,-0.0328,-0.8444,-0.9186,1.1928,2,-1.419,1,1
5,0.5456,0.5409,-0.7278,0.286,-0.6555,-0.6576,-0.7358,-1.4537,-0.6079,-0.3035,-0.9391,-0.6583,2.0054,-0.1015,0.052,-0.267,-0.5928,-0.0614,-2.5252,-1.0499,1.2618,2,-2.0409,1.3333334,1
6,0.9248,0.3529,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,1.1085,0.6012,1.0844,2.0054,1.8164,-0.4939,1.7411,1.2386,2.3693,1.8524,2.7249,-0.7823,1,0.9677,1,1
7,1.0552,2.0345,1.314,-1.385,-0.6555,1.0346,-0.0073,0.3695,0.6797,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,-0.6723,0.1869,-0.4684,0.3468,-0.7362,-0.7823,2,2.8515,1,1
10,1.3612,1.3671,0.039,-0.0424,0.7743,-2.4468,1.0419,0.836,0.6797,0.6912,-0.9391,1.0844,1.2643,1.1448,0.4637,-0.1652,1.2386,-0.5176,0.1447,2.7249,-0.7823,1,-2.0409,1,1
9,0.3553,1.3671,-0.828,-0.9721,-1.6391,1.0346,2.0871,-0.686,1.8245,-0.6142,1.6762,-0.6583,1.1811,0.1187,-0.3009,1.243,1.2386,0.6769,1.008,0.6344,-0.7823,2,-0.7833,1,1
7,-1.4578,-0.7377,0.7015,0.2336,0.2012,1.0346,0.378,0.836,0.9888,0.6912,0.6012,0.0281,-0.2661,1.8164,-1.2792,1.0763,0.5012,0.0501,-1.1295,-0.5596,0.2907,1,2.1583,1,1
6,-0.1198,2.0345,0.4394,-0.346,0.299,-0.6576,0.5102,0.1041,-0.3449,-1.0299,-0.9391,1.0844,0.7871,-0.1015,0.4637,0.2621,0.1869,-0.0614,-0.7346,0.6818,-0.7823,2,1.4313,1,1
7,-0.0693,2.0345,1.314,1.1049,0.7743,0.2169,0.5102,0.1915,0.1744,-0.4045,-0.4213,0.4667,0.1956,-0.7233,0.052,-0.6723,1.2386,-0.8386,-0.8444,-0.3184,-0.7823,1,1.4313,1,1
6,0.9308,0.6499,-0.3971,0.0836,0.5121,0.2127,0.2432,-0.1687,-0.2934,-0.043,0.8219,0.4667,0.4352,0.5693,-0.7592,0.9759,-0.5928,0.7028,1.2329,-0.4509,0.2907,1,0.3625,1,1
8,-0.8279,-0.0424,0.7015,-0.2546,-1.6391,0.2169,-0.62,0.4546,-0.6079,-0.6142,1.6762,0.4626,-0.6888,1.1448,-0.3009,0.2621,0.1869,0.7396,-0.7346,0.2968,-0.7823,1,-1.2356,1,1
8,0.3892,1.1945,0.7015,-0.2546,0.5121,0.6364,-0.0999,0.4572,0.9888,0.202,0.6012,-0.6583,-0.5707,-0.772,-1.2319,-0.3121,-0.5928,-0.0614,-0.094,-0.1797,0.2907,2,2.0528,1,1
7,0.1291,2.0345,0.1274,0.7198,0.3993,1.0346,0.1494,-0.474,1.2403,-1.9892,-0.5358,0.443,-0.2047,0.0273,-0.5722,-0.9827,-1.1176,-0.5536,0.1447,-1.4002,1.3817,2,1.481,1,1
8,1.4574,-0.0424,0.481,0.2329,1.1225,0.5029,2.0871,0.3695,1.2403,0.6912,-0.4213,0.0281,0.1956,1.1448,0.052,1.7411,-0.5928,-0.0328,0.0217,-0.536,0.7703,1,0.933,2.3333333,1
8,1.33,2.0345,1.314,1.1049,2.0165,0.2169,2.0871,2.0073,1.8245,1.2903,0.6012,1.0844,1.2643,1.8164,0.052,0.2621,-0.5928,-0.5176,0.2342,0.2243,-0.7823,1,-1.2356,1,1
10,1.3591,0.4922,0.2048,0.8667,0.7743,1.0346,1.0383,1.323,0.1744,-1.1126,0.6012,0.4667,-0.2661,-0.772,-0.4342,-0.6723,0.7301,-0.8109,1.2329,0.1731,-0.7823,1,-0.3818,1,1
8,0.1816,0.4922,0.7015,1.8202,0.7743,1.0346,1.4931,2.0073,1.8245,1.2186,1.6762,1.0844,2.0054,1.8164,0.8207,1.348,-0.5928,0.7251,1.008,2.7249,-0.7823,2,0.6479,1.3333334,1
9,0.8866,0.7767,-0.2023,-0.2546,0.7743,-0.6576,0.5102,0.4572,0.1744,-0.6142,-0.9391,1.0844,0.1956,-0.1015,0.4637,-0.9827,0.1869,-0.0614,-0.6331,-0.445,-0.7823,1,0.6015,1,1
9,1.0453,2.0345,1.314,1.1049,0.5121,1.0346,2.0871,1.323,1.2662,-1.36,0.9995,1.0844,-0.5707,0.9982,0.052,1.7411,0.7301,0.3858,-0.094,0.6818,-0.7823,2,-0.7833,1,1
8,-0.8276,2.0345,1.314,1.7032,2.0165,-0.6576,2.0871,2.0073,1.8245,0.6912,0.6012,-0.6583,0.7871,0.9982,0.4637,0.2621,1.2386,-0.0328,-0.7453,-0.0553,-0.7823,1,-0.3818,1,1
7,0.3696,0.7767,0.2485,-0.5794,0.5121,1.0346,0.2432,0.4572,0.1744,0.6912,0.6012,0.4667,0.6314,0.5693,0.3335,0.2621,0.1869,-0.0136,-0.7453,-0.0553,0.2907,1,3.7879,1,1
9,0.5153,-0.0424,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-0.6142,0.6012,1.0844,1.2643,0.487,-0.4342,1.7411,0.7301,1.1777,0.3468,2.7249,-0.7823,1,0.9028,1,1
1,1.3468,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.2403,0.7601,-0.9391,-1.1791,0.849,1.8164,-0.2718,-2.1464,-0.5928,-0.9332,-1.4972,-1.0695,2.896,1,-0.137,1.3333334,1
8,0.7511,0.9134,0.2485,0.0836,-0.1625,-1.0691,0.6521,2.0073,0.9684,-0.043,-0.1855,0.443,-0.2047,0.0273,0.8207,-0.569,-0.5928,-1.4832,0.8753,-0.672,-0.7823,1,-0.7833,1,1
1,0.6784,-0.3031,-0.1605,-0.118,0.299,-0.6576,1.0419,0.4572,-0.3689,0.202,0.6012,-0.6583,-0.2047,-0.6545,0.3335,-0.9827,-1.1176,-0.5176,0.1123,-0.9331,0.2907,2,-2.0409,1,1
6,0.3411,1.4424,-0.2116,0.2336,-0.3253,-0.6576,-0.3335,-0.5786,0.9684,-0.6142,-0.9391,-2.5375,1.2643,1.1448,-0.2006,0.2621,-0.5928,1.6438,0.3468,-0.5582,-0.7823,2,1.3713,1,1
0,1.4337,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,2.0378,-0.9391,1.0844,0.1956,-0.1015,1.8905,1.7411,0.1869,-0.4684,1.008,0.3018,-0.7823,1,-0.1274,1,1
3,0.0853,0.0444,-0.1298,-0.5066,0.5121,-0.6576,1.1847,0.7397,0.7222,1.1473,-1.5068,1.0844,-0.0326,0.6291,1.8905,0.1333,0.1869,-0.3601,1.2329,-0.681,-0.7823,1,0.6101,1,1
6,-1.1986,2.0345,-0.0348,-0.2546,-0.6555,0.2169,-0.0999,0.1067,0.1744,0.6912,-0.9391,1.0844,-0.2661,-0.1015,0.4637,-2.1464,-0.5928,-1.2865,-0.5266,-1.0499,-0.7823,1,-1.2401,1,1
7,0.4821,2.0345,1.314,1.1049,1.5844,-0.6576,2.0871,1.323,1.8245,-0.6142,0.6012,-0.6583,0.7871,-0.1015,-0.4342,-0.9827,0.1869,-0.0614,0.3468,-0.0358,-0.7823,1,2.2703,1.3333334,1
9,0.7852,2.0345,0.4522,0.6532,0.5121,1.0346,2.0871,2.0073,1.2403,0.6912,1.6762,1.0844,2.0054,1.1448,-0.4342,0.8126,0.7301,0.3858,0.3468,1.4685,-0.7823,1,2.1689,1,1
8,0.5733,2.0345,1.314,1.8202,2.0165,1.0346,0.5102,2.0073,0.1744,-1.9892,0.6012,-0.6583,0.7871,-0.1015,-0.1748,0.7522,1.2386,-0.0614,0.5761,-0.3184,-0.7823,2,1.6299,1,1
8,0.8288,2.0345,1.314,-0.5343,2.0165,1.0346,2.0871,2.0073,1.8245,-1.36,1.6762,1.0844,0.1956,-0.1015,-0.2006,-0.3121,1.2386,2.3693,1.008,0.9517,-0.7823,2,-0.7733,1,1
3,0.9529,0.1138,-1.3345,1.8202,-0.6555,0.2169,-0.2336,-0.5786,-0.7679,1.1085,1.6762,1.0844,0.7871,1.8164,0.2734,-1.2422,-0.5928,-0.1628,0.2549,0.1935,-0.7823,2,0.7512,1.3333334,1
2,-0.2633,0.7843,-0.7366,-1.3309,-0.0008,-2.4468,-1.6631,-0.9246,-1.425,0.444,-1.4801,-0.6583,-0.9792,-0.1982,-0.4678,-1.7389,-1.8489,-1.6669,-0.9255,-0.5582,0.2907,2,-2.0409,1,1
5,-1.5542,0.4922,0.6259,-0.5794,-1.6391,0.2127,-0.0716,0.1915,-0.6079,0.027,-0.1855,0.4667,0.1956,0.5693,0.4637,-0.6723,1.2386,-0.5536,0.3468,-0.5582,-0.7823,2,-0.7767,1,1
2,0.4561,0.7767,1.314,0.6532,1.251,1.0346,0.5408,0.1915,0.1744,2.0378,0.6012,-1.8225,-0.5707,1.1448,-0.4939,-0.2207,-0.5928,-0.0328,-0.0598,-1.3803,-0.7823,2,1.8947,1.3333334,1
9,-1.7083,0.627,1.314,1.8202,0.7743,0.6402,0.9614,2.0073,1.8245,2.0378,0.6012,-0.6583,0.849,-0.1015,0.052,-0.3121,0.1869,-0.8386,0.2549,1.4685,1.1625,2,1.4533,1,1
1,0.6586,1.3671,1.314,1.8202,-0.3253,-2.4468,1.4931,-0.0818,1.2403,0.202,0.6012,-0.6583,2.0054,1.8164,0.052,-0.6723,-0.5928,2.3693,0.2224,-0.7724,0.7703,1,-0.5582,1,1
4,0.278,-2.7124,-0.3374,0.006,0.0728,-0.6576,-0.5106,-0.5786,-0.5905,-0.2309,-0.9391,0.443,-0.2661,-0.1015,0.4637,-0.6723,0.7301,0.4152,-0.094,-0.445,0.2907,1,-0.1274,1.3333334,1
5,0.8086,1.3671,0.7015,1.8202,0.5121,0.6364,2.0871,-0.0791,1.8245,-0.043,1.6762,-0.6583,-0.2047,1.1448,1.8905,-0.569,-0.5928,-0.4531,0.5761,-0.5838,0.8233,1,3.7879,1,1
3,0.1988,0.7843,0.1597,0.006,0.7743,-0.6576,0.378,0.1915,0.1744,2.0378,-0.4213,1.0844,-0.2661,-0.1015,-0.0288,-0.3121,-1.566,-0.5536,0.3468,-0.8971,1.7669,2,2.1689,1.3333334,1
7,0.7973,0.2377,-0.2023,-0.7598,0.5121,-1.1847,-0.103,0.4572,0.1744,0.2865,-0.1855,1.0844,2.0054,0.5693,0.052,0.2621,0.1869,-0.0614,0.3468,-0.3184,-0.7823,1,-2.0409,1,1
9,-1.168,1.0573,-0.2023,0.4861,0.299,1.0346,0.4764,2.0073,-0.6573,-0.043,-0.9391,1.0844,0.4352,1.1448,0.3335,-0.6723,0.7301,-0.0328,-0.094,-0.8997,-0.7823,1,1.4533,1,1
5,0.0452,2.0345,-0.1719,0.0836,-0.3253,-1.5824,0.2751,-0.5786,-0.6079,0.6912,0.6012,-1.1507,-0.6888,-0.6545,0.4637,0.2621,-0.5928,-0.4684,-0.4347,-0.9803,1.1625,1,2.5251,1,1
9,1.0349,0.871,0.4394,0.0345,-0.3253,-0.6576,0.4798,-0.474,-0.2934,0.6912,0.6012,-1.4136,-0.2047,-0.1015,0.4637,-0.1652,0.7301,-0.0614,-1.4455,-0.3184,-0.7823,2,2.1583,1.3333334,1
7,0.3396,2.0345,0.4394,-0.8338,-0.6555,-0.6576,-0.3644,-0.1687,-0.3689,0.202,0.6012,-0.6583,0.1956,-0.1015,0.1097,-0.569,0.1869,-0.5176,-0.3152,-0.3184,-0.7823,1,-1.2401,1,1
10,0.7317,1.4022,-0.013,-0.0424,0.5121,0.2169,-0.3644,0.1041,0.1744,0.6912,1.6762,1.0844,1.1811,1.8164,-1.059,0.9269,1.2386,1.1262,1.4751,2.7249,-0.7823,2,0.3625,1,1
6,-0.972,1.1945,0.4394,1.8202,0.5121,-0.6576,0.0236,-0.1687,0.1744,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,-0.6723,0.1869,-0.4684,0.5761,-0.5878,0.2907,2,1.4533,1,1
3,0.8423,2.0345,1.314,1.8202,0.5121,-2.4468,2.0871,2.0073,1.8245,0.444,1.6762,-0.6583,0.1956,-0.1015,-0.0845,-0.569,0.1869,-0.0614,-0.0598,-0.4415,-0.7823,1,-0.7767,1,1
8,0.5839,2.0345,1.314,0.7198,-1.1311,-0.6576,2.0871,2.0073,0.2595,-0.043,0.6012,-0.6583,-0.2047,-1.071,1.8905,-0.9827,1.2386,-0.4684,-1.3162,1.4903,-0.7823,2,0.6479,1.3333334,1
4,1.4163,1.3671,0.4394,0.101,-0.6555,0.6402,2.0871,0.3695,0.6134,1.2186,1.0891,1.0844,1.2643,1.1448,0.8207,-0.569,1.2386,1.6438,1.2329,-0.0599,-0.7823,1,-0.9033,1,1
7,-0.7277,2.0345,-0.3971,-0.5794,-0.3253,1.0346,1.3517,0.1041,0.1744,0.2865,-0.9391,1.0844,0.1956,1.1448,0.4637,-1.3951,-0.5928,-1.0586,-0.4347,-0.6464,-0.7823,1,-0.5111,1,1
8,0.8485,2.0345,0.1694,0.8667,0.5121,1.0346,0.4798,0.8329,-0.6414,0.2865,0.6012,0.4667,1.2643,0.5693,0.4637,1.348,0.7301,-0.0328,0.4683,-0.3184,-0.7823,1,-0.7833,1,1
7,-1.4235,-0.0424,0.7015,0.8667,0.7743,1.0346,2.0871,2.0073,1.8245,-0.1532,0.6012,0.4626,0.7871,-0.707,1.0944,1.1963,0.1869,-0.4531,-0.4347,-0.9298,0.7703,2,-0.3818,1,1
7,-2.3138,1.0573,0.4394,-0.8338,-0.6555,0.2169,-1.0742,1.1853,-0.2934,-0.2309,0.6012,1.0844,1.2643,0.5693,-0.2459,0.147,0.7301,-0.4957,0.3468,0.472,-0.7823,2,-0.7733,1,1
10,-0.6961,-0.0424,0.7628,0.2329,-0.6555,1.0346,0.7869,-0.1716,0.636,-0.3035,0.8565,1.0844,-0.5707,-0.1015,-0.4342,0.8126,0.5012,0.3858,0.0337,0.3241,-0.7823,2,-0.7866,1,1
8,0.7856,2.0345,0.3485,0.7198,0.7743,-0.6576,0.7904,2.0073,0.6797,-0.043,1.6762,-1.4098,-0.733,0.487,-1.8939,1.7411,0.5012,1.1268,-0.3378,-0.8337,0.2308,2,3.7879,1,1
7,0.6823,0.9374,-0.0037,0.7198,2.0165,1.0346,2.0871,-0.1687,1.8245,0.444,1.6762,1.0844,0.7871,1.8164,-1.2792,-0.0193,1.2386,2.3693,1.8524,1.4685,-0.7823,2,-1.2356,1.3333334,1
7,0.9914,0.4922,-0.7857,-0.0424,0.7743,1.0346,2.0871,2.0073,0.1744,1.563,1.6762,-2.0738,0.1956,1.1448,-0.2006,0.2621,0.5012,0.7872,-0.094,-0.0358,-0.7823,1,0.933,1,1
9,-0.0149,1.2471,0.0079,1.1049,1.251,1.0346,2.0871,0.7339,0.9684,1.1085,1.6762,1.0844,1.1811,1.8164,-0.2459,-0.9827,1.2386,1.2011,1.2329,2.7249,-0.7823,2,-0.5079,1,1
1,0.8636,2.0345,1.314,0.4301,0.3993,-0.6439,2.0871,0.937,0.1744,0.6912,0.6012,-0.6583,0.7871,-1.071,0.4637,-0.3121,-1.1176,-0.0614,-0.5589,-0.9836,-0.7823,1,0.933,1,1
8,0.3136,0.6019,-0.3262,-0.3275,-0.3253,-0.6576,-0.62,0.1941,0.1744,0.2865,-0.1855,1.0844,-0.5707,-0.1015,-0.7985,-0.9827,1.2386,-0.5536,-0.2282,2.7249,-0.7823,2,2.1583,1.3333334,1
5,0.9563,2.0345,1.314,1.1049,0.9397,0.2169,2.0871,1.323,0.658,-0.043,-0.1855,-0.6583,-0.9792,-0.1015,-0.3799,-0.9827,-0.5928,-0.4531,-0.8147,-0.4415,-0.7823,1,0.7512,1,1
8,-0.0643,-0.8408,-1.1481,-0.8804,-0.99,-0.6576,-0.8885,-0.2644,-0.5905,0.6912,-0.1855,-0.6583,0.6314,1.8164,1.8905,-0.2139,-1.1176,-0.8547,0.3468,-0.8971,0.1462,1,1.6556,1,1
10,0.619,2.0345,1.314,1.1049,0.2012,0.6402,1.4931,0.7368,-0.6079,-0.6142,-0.1855,-0.6198,0.6314,-1.1187,-1.059,1.7411,0.1869,0.7512,-1.1295,-0.6659,-0.7823,2,-0.9033,2,1
4,1.0969,0.9134,0.4394,-0.5794,0.299,1.0346,-0.0073,0.4599,0.1744,-0.6142,0.9747,-0.6117,0.6314,-0.1015,-0.687,1.7411,1.2386,0.7617,0.7181,-0.1311,0.8615,1,0.6015,1,1
0,0.7171,1.3671,0.7015,-0.8338,-0.3253,-0.9122,1.1543,1.323,0.6797,-0.6142,0.6012,0.4667,1.2643,1.1448,0.2734,1.7411,-0.5928,-0.8579,1.2329,-0.97,-0.7823,1,-0.1274,1,1
2,-1.8314,1.3671,0.481,-0.2546,0.5121,-0.6576,1.4931,0.1941,0.1744,-0.6142,0.6012,-0.6583,0.1956,-0.1015,0.052,-0.9827,-0.5928,-1.0974,-1.3162,-0.7428,-0.7823,1,1.4533,1,1
10,0.9422,2.0345,1.314,1.8202,2.0165,-1.3914,-2.3003,1.1853,1.8245,-0.6142,0.6012,0.4667,-0.9792,0.5693,-0.7592,1.7411,0.1869,0.4842,-0.8339,0.165,-0.7823,2,0.6101,1.3333334,1
4,0.5567,0.5409,0.1274,0.5837,-0.122,0.2169,0.2147,-0.5786,-0.2934,-0.1532,-0.2814,0.4667,-0.4112,0.5693,0.2734,-1.3539,-0.5928,0.8639,0.1447,0.4581,0.8615,2,1.0265,1,1
6,0.4197,1.0043,1.314,1.1049,0.7743,1.0346,2.0871,2.0073,1.8245,2.0378,1.3256,0.4667,2.0054,1.1448,0.3335,0.9269,0.5012,2.3693,0.8753,-1.1966,0.1462,1,0.7512,1,1
9,0.4974,0.6911,0.7015,1.8202,0.7743,1.0346,2.0871,1.323,0.9276,-0.6142,0.6012,1.0844,0.1956,-0.1015,-0.4342,0.2621,0.1869,-0.0328,0.1447,0.6818,-0.7823,1,-1.2356,1,1
10,-0.6783,2.0345,0.0838,1.8202,-0.99,1.0346,1.1543,0.3669,-0.2934,-0.6142,0.6012,0.4626,1.1811,1.8164,0.5949,1.7411,1.2386,-0.5536,-0.3152,0.6818,-0.7823,1,-2.0409,1,1
6,-0.0941,2.0345,1.314,0.7198,2.0165,1.0346,2.0871,2.0073,1.8245,1.563,1.6762,1.0844,2.0054,1.1448,0.8207,-0.0193,0.6502,0.7872,0.3468,0.5301,-0.7823,1,0.9677,1,1
8,1.6471,1.0573,1.314,0.6525,-0.7784,1.0346,0.891,2.0073,0.1744,-0.043,0.6012,1.0844,1.2643,0.9982,-0.2006,-0.3121,1.2386,0.3858,-0.3507,-0.1858,-0.7823,1,-0.3818,1,1
8,1.0237,1.1945,0.039,0.3737,0.3993,-1.0657,1.1884,-0.1716,0.9276,0.2865,0.6012,0.0083,0.571,1.8164,-0.2006,0.9269,0.1869,0.3611,1.4751,-0.0553,0.2907,1,0.0113,1,1
4,0.6473,-2.7124,-0.5575,-1.4722,-0.6555,0.6402,-1.6631,-1.4494,-1.0615,1.4734,-0.9391,1.0844,-0.2047,-0.6545,0.4637,-0.569,-0.5928,-0.8738,1.008,-0.0358,0.8615,2,1.4873,1,1
4,-1.0278,2.0345,1.314,1.1049,0.5121,1.0346,2.0871,2.0073,0.6134,1.563,1.6762,1.0844,1.2643,-0.1015,1.8905,-0.6723,0.7301,0.7657,1.8524,0.3361,-0.7823,1,1.4533,1,1
8,0.7984,0.0523,0.4394,0.1339,-0.3253,0.2127,2.0871,-0.1687,-0.3449,0.6912,0.6012,-0.6583,0.6314,-0.6545,0.4637,-0.9827,-1.1176,-1.0586,1.2329,-1.1224,2.4242,2,-0.1274,2.3333333,1
9,1.356,2.0345,0.7015,-0.0706,2.0165,1.0346,1.5391,0.836,1.8245,2.0378,1.6762,1.0844,2.0054,0.5693,0.052,1.7411,1.2386,1.6219,1.008,0.2983,0.2907,2,0.6015,1,1
3,0.397,0.871,0.4394,-1.0988,-0.0008,0.6364,-0.6237,0.4572,-0.8687,0.6912,0.6012,-0.6583,0.1956,0.5693,0.4637,-0.9827,0.5012,-0.0614,-0.094,-0.3184,-0.7823,1,-0.137,1.6666666,1
3,1.1617,2.0345,0.6259,0.2336,-0.6555,-0.6576,0.5102,0.8329,0.1744,-0.6142,0.6012,-1.1507,-1.2263,0.0273,1.1422,1.7411,-1.1176,-1.0884,-1.3162,-1.0013,-0.7823,1,0.6479,1,1
5,-1.5707,1.3671,-0.2835,0.006,-0.0008,-0.6576,-0.103,-0.6894,-0.6079,0.2865,0.6012,-0.6583,1.1811,-0.6545,0.052,-0.6723,0.1869,-0.8386,0.4683,-0.445,0.7703,1,-2.0409,1,1
8,0.112,2.0345,-0.1206,1.8202,1.5844,-0.6576,1.3517,0.5464,0.9684,-0.4045,0.6012,0.0042,1.2643,0.5693,0.8794,-0.6723,0.3385,0.4152,0.5761,-0.461,-0.7823,2,-0.1274,1,1
6,1.9838,1.3671,0.7628,1.1049,2.0165,1.0346,1.1884,2.0073,1.8245,0.6912,-0.9391,1.0844,0.1956,-0.1015,-0.2459,0.2621,-1.1176,0.8236,-0.094,0.0348,0.7294,2,-0.7733,1,1
5,0.0587,2.0345,-1.555,-1.7471,-0.99,-0.6576,0.1494,-1.0467,-0.2934,0.2865,-0.4213,1.0844,-0.5707,-0.6545,0.8794,0.8126,0.7301,-0.7622,0.1447,-0.3184,-0.7823,1,-1.2356,1,1
6,0.9856,0.7287,0.7628,1.1049,0.0728,0.2169,-0.0999,0.4546,0.2598,0.444,-0.1855,0.4626,0.4352,-1.1187,0.0208,-0.9827,-1.1176,0.8236,-0.4347,-0.9111,-0.7823,1,2.1689,1,1
5,1.0074,2.0345,0.4394,1.1049,0.3993,1.0346,0.7517,2.0073,0.1744,-0.6142,-0.2119,-0.6583,-0.6888,-0.6545,0.8207,-0.9827,-1.1176,-1.0884,-0.094,-0.0553,-0.7823,1,2.1583,1,1
4,-0.261,0.6019,1.314,0.4861,2.0165,-0.6576,1.0741,0.5437,-0.0543,2.0378,-0.2119,1.0844,-0.2047,-0.772,0.8207,-0.3121,-1.1176,-1.0812,0.7181,-1.1071,1.5346,2,-2.0409,1.6666666,1
9,0.8567,2.0345,1.314,1.1049,0.2012,1.0346,1.0741,-0.474,1.8245,0.8711,0.9995,1.0844,2.0054,1.8164,-0.4939,1.7411,0.5012,1.6219,1.8524,0.9782,-0.7823,1,-0.7833,1,1
6,-1.601,-0.0424,-0.9734,-0.0424,0.5121,-0.6576,-0.3644,-0.5786,-1.0615,0.6912,-0.9391,-1.4024,0.1956,-0.7233,-0.4342,-0.6723,0.1869,-0.0614,-0.4347,-0.6659,0.8233,2,2.1689,1,1
6,0.8074,2.0345,1.314,0.7198,0.3993,1.0346,1.3517,0.4599,1.8245,2.0378,0.9995,0.4667,2.0054,1.1448,1.8905,-1.3951,0.6502,-1.0884,0.8347,0.1102,1.5346,2,-0.7767,1,1
7,0.8362,2.0345,0.3485,0.3183,0.7743,0.6364,1.0419,-0.2644,1.2403,-0.043,0.6012,0.0083,0.7871,0.5693,-0.4342,-0.3121,0.1869,-0.5176,-0.3152,-0.1843,-0.7823,1,-2.0409,1,1
7,-0.0955,2.0345,1.314,0.8667,-0.3253,-0.6576,2.0871,2.0073,0.1744,-0.6142,-0.9391,0.0083,0.7871,0.7068,0.4637,-0.1652,1.2386,-0.5176,-0.4347,-0.445,-0.7823,1,0.2688,1,1
7,1.0757,0.2621,-0.3673,-0.2546,2.0165,-0.6576,1.1884,2.0073,0.1744,1.563,0.6012,0.4667,0.7871,0.0273,0.8207,0.9269,0.1869,-0.5176,0.7181,-0.6464,0.7703,1,-0.7733,1.3333334,1
