STULS,ESCS,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,BELONG,BEINGBULLIED,gender,TEACHBEHA,SBHL,PV1READ
8,-0.6843,0.2108,-1.1481,-1.0988,1.5844,-0.6576,0.2178,0.4572,-0.5905,0.6912,-0.9391,-0.6583,0.571,-0.1015,-0.687,0.2621,-0.5928,-0.0614,-0.4347,-0.6659,-0.7823,2,1.3006,1.3333334,0
10,-2.3522,-0.7289,-0.2023,-0.2546,-0.3253,1.0346,-0.3302,-0.1716,0.1744,0.2865,0.9995,0.443,0.3709,1.8164,0.052,1.7411,1.2386,1.217,1.2329,-0.0599,0.7703,2,0.6101,1.3333334,0
7,-1.5507,-0.4667,0.4394,-0.0424,-1.6391,-0.6576,-1.3451,-1.4537,-0.8687,-0.6142,-0.9391,-1.6139,0.1956,-0.1015,-0.687,0.2621,-0.5928,-0.0614,-1.3162,-0.9879,0.8233,2,2.1689,1,0
9,1.0966,1.4424,0.0483,0.4301,0.2012,-2.4468,-1.0773,0.1915,-2.2177,0.202,0.6012,-2.5375,0.4352,1.8164,-1.8939,0.9269,0.5012,0.8496,0.8347,-0.0893,-0.7823,2,0.6015,1.3333334,0
10,-1.1083,-0.3031,1.314,1.8202,-1.6391,1.0346,-0.62,0.4572,1.8245,2.0378,1.6762,-0.6583,-0.9792,-1.3692,-0.687,0.2621,0.1038,2.3693,-0.7453,-1.0966,-0.7823,2,0.6101,3,0
8,0.1949,-1.0963,-1.6031,-1.4729,-1.1311,-0.6576,-0.7395,-2.2652,-1.3953,-0.6142,-0.9391,0.4626,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,0.6818,-0.7823,2,1.4511,1.3333334,0
9,-0.2859,2.0345,1.314,0.3189,-0.3253,-2.4468,-0.9225,-0.5786,-0.72,-1.558,-0.9391,1.0844,0.7262,0.487,-0.687,-0.267,-0.5928,-0.0614,0.9703,0.4581,0.2907,2,-0.7733,1.3333334,0
2,-2.0502,0.743,-0.9641,0.5853,-0.5551,-1.3939,-0.0999,0.5464,-0.2934,0.6912,0.6012,1.0844,-0.2661,0.6291,0.4637,0.2621,0.7301,-1.5508,-1.1295,-1.2719,0.2907,1,-0.7733,1.3333334,0
10,-1.1778,1.1945,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-1.9892,1.6762,1.0844,0.1956,0.9982,0.4637,1.7411,0.7301,-0.0614,-0.4347,-0.5707,-0.7823,2,0.2266,1,0
7,-0.7481,0.9134,-0.2023,-0.0424,-0.3253,-0.6576,2.0871,0.4572,0.1744,-1.1126,-0.9391,-0.6583,-0.2047,-0.1015,0.052,0.2621,1.2386,-0.0614,-1.3162,-0.4415,-0.7823,1,0.6015,1.3333334,0
9,-2.0873,-0.0424,0.7628,1.8202,0.7743,-1.9687,-0.62,0.4572,0.1744,0.2865,-0.9391,-1.6139,-0.2047,-0.1015,-1.2792,0.2621,0.5012,-0.469,-1.4972,-0.7724,-0.7823,2,-0.0452,1.6666666,0
8,0.2066,-0.6829,0.7628,1.8202,-0.3253,1.0346,-0.62,0.4572,0.1744,0.6912,0.6012,1.0844,-2.345,1.8164,-0.687,0.2621,-0.5928,-0.0614,-0.4347,-0.5878,1.4721,1,0.3593,1,0
10,-0.1885,-0.4003,1.314,-0.1798,1.251,-1.3964,1.0419,-0.1687,0.1744,2.0378,1.6762,-0.6583,2.0054,1.8164,0.4637,1.7411,-0.3171,2.3693,1.8524,-0.1769,-0.7823,2,-0.0061,2,0
9,-0.2629,1.4424,0.298,-0.0899,1.3195,-0.6576,2.0871,2.0073,0.6797,-1.4753,0.6012,0.443,0.3709,-0.1015,-1.8939,1.1963,1.2386,-0.0614,-0.4347,0.3018,-0.7823,2,3.0494,1,0
4,-2.4404,-0.0424,-1.1481,-1.0988,-1.6391,-0.6576,-2.3003,-0.5786,-2.2177,-0.6142,-0.9391,-1.6139,-0.733,-1.034,0.4637,-2.1464,-1.1176,-1.0974,-2.5252,-0.9651,-0.7823,2,-0.1274,1.3333334,0
5,-2.1013,0.6019,-0.3673,-0.0424,-0.0008,0.6364,0.1494,0.1041,0.1744,0.6912,0.6012,-1.1534,-0.2047,-0.1015,0.4637,-0.3121,0.5012,-0.0614,-0.6331,-0.5707,-0.7823,1,-0.5111,2.6666667,0
7,0.6007,2.0345,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,0.9075,-0.1532,-0.5107,-0.6583,-0.8279,-1.034,-0.687,0.2621,0.7301,-0.8738,-1.1295,-1.186,-0.7823,2,-1.2356,1,0
3,-0.7663,2.0345,-0.2023,1.8202,-0.3253,-0.6576,-0.62,-0.5786,0.1744,-0.6142,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-0.4347,-0.6659,1.1625,1,0.3593,3,0
9,-1.6943,-0.0424,-0.2023,0.2329,-0.3253,1.0346,-0.0999,-0.1687,-0.6079,0.6912,0.6012,0.0042,0.7871,0.5693,1.1422,0.2621,-0.5928,-0.0614,-0.3152,-0.3184,-0.7823,2,2.2618,1,0
1,-0.7786,1.0294,-0.2023,-0.4616,-0.0363,-1.3889,-1.3412,0.7368,-1.0615,-1.1126,-0.9391,-1.4136,1.1811,-0.7233,0.4637,-1.7389,-1.1176,0.4152,-1.3162,-0.7587,1.1928,2,0.4004,1,0
5,-1.942,1.2471,1.314,0.6532,1.251,0.6364,1.5391,1.1813,0.9278,1.2186,0.9995,1.0844,2.0054,0.487,-1.1597,0.9269,-0.5928,0.8496,0.3468,0.3441,-0.7823,2,1.6277,1,0
7,-2.7431,-0.4825,0.7015,1.1049,0.7743,-0.6576,0.2751,-0.1687,-0.3689,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.4909,0.5761,-0.9879,1.1625,2,-0.1274,1.3333334,0
10,2.9624,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,-2.2652,1.8245,0.6912,1.6762,-2.5375,2.0054,1.8164,1.8905,1.7411,1.2386,2.3693,1.8524,-0.1769,-0.7823,2,-0.3913,1,0
0,1.3592,2.0345,1.314,1.8202,2.0165,-2.4468,2.0871,2.0073,1.8245,2.0378,-2.1428,-2.5375,-2.345,-2.7365,-1.8939,-2.1464,-3.0666,-3.1675,-2.5252,-3.2367,3.8591,2,3.7879,4,0
10,-0.5929,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,-2.2652,1.8245,0.2865,-0.9391,1.0844,-0.8279,-0.1015,0.4637,1.7411,0.1869,-1.4832,0.5761,0.3241,-0.7823,1,2.5251,1,0
8,1.3428,-1.0963,-1.1481,-0.0424,2.0165,-0.6576,-0.62,-2.2652,-1.0615,0.6912,-0.9391,1.0844,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,0.3441,-0.7823,1,0.8715,1,0
7,-1.4276,2.0345,-0.2023,-0.0424,0.7743,-0.6576,-0.62,0.4572,0.1744,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.052,0.2621,0.7301,-0.0614,-0.2151,-0.5635,1.1625,1,-1.2356,1,0
6,0.1869,-0.0424,0.0297,-0.0424,0.5121,-1.3914,0.5102,0.4572,-0.6414,-0.6142,0.6012,1.0844,0.1956,-0.1015,-0.687,0.2621,0.1869,-0.8109,-0.4347,0.6818,-0.7823,2,0.2688,1.3333334,0
10,-0.6247,2.0345,1.314,0.8667,2.0165,-0.6576,2.0871,2.0073,0.1744,0.027,0.6012,-0.6583,-0.2047,-0.1015,-0.687,0.2621,1.2386,-0.0614,-0.4347,-0.3184,-0.7823,1,1.6299,1,0
7,-2.6691,-0.0424,-0.8998,-0.5072,0.7743,-0.6576,-0.62,0.1915,-1.0615,-0.6142,-0.9391,-0.6583,-0.5707,-0.6545,0.052,-0.6723,0.1869,-1.0586,-0.4347,-0.2835,1.2327,2,1.8947,2,0
10,-2.0104,2.0345,1.314,1.8202,2.0165,-0.6576,-0.62,2.0073,0.8674,-0.6142,-0.9391,-2.5375,2.0054,-0.1015,-0.687,0.2621,0.5012,-1.2717,-0.9441,-0.5582,-0.7823,2,-1.2356,1.3333334,0
5,0.3589,-0.0424,0.7015,0.7198,-0.3253,-0.6576,0.5102,-0.5786,0.1744,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.4637,-0.9827,1.2386,-1.4832,-0.4347,-0.6659,-0.7823,2,0.8715,1,0
5,-0.6862,0.4922,-0.2023,-0.3007,0.1707,-0.6576,1.1884,-0.5786,0.8874,-0.2309,-0.1855,0.443,-0.5707,0.487,0.4637,0.2621,0.1869,-0.0614,0.5761,-0.5707,0.2907,2,-2.0409,1,0
6,0.468,-0.1693,0.1155,0.5467,1.0179,-0.6576,-0.0716,-0.1687,0.5665,0.6912,-0.3047,0.0083,0.7871,0.6291,-0.687,0.2621,-0.5928,-0.5176,0.5761,-0.8548,1.8016,2,0.2655,1.3333334,0
7,-2.6375,1.2471,-0.9734,-0.3733,-0.0363,-0.6576,-0.62,-0.1687,0.9684,-0.6142,-0.5358,-0.6583,-0.2047,-0.1015,0.4637,0.2621,-1.1176,-0.0614,-1.3162,-0.5665,-0.7823,1,1.8947,1,0
7,-1.3418,2.0345,0.6259,1.8202,2.0165,-0.6576,2.0871,2.0073,0.1744,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.052,0.2621,-1.4539,-0.8273,-1.3162,-0.7587,1.4721,1,1.6299,1,0
6,-2.336,0.3529,1.314,1.1049,-0.6555,-1.0657,-0.0042,0.7368,-0.6079,0.2865,0.6012,-0.6583,0.1956,-0.1015,-0.4342,-0.6723,-1.1176,-1.3068,-0.4347,-0.8428,-0.7823,2,1.1314,1,0
3,-3.1119,2.0345,-2.7106,-2.9425,-1.6391,-1.58,-2.3003,-2.2652,-2.2177,2.0378,1.6762,0.4667,0.6314,-0.1015,0.052,-1.4829,-2.3647,-3.1675,-2.5252,-1.2605,1.1625,2,0.6015,1,0
6,0.6569,1.1945,0.7015,0.2329,0.5121,-0.6576,0.5102,0.4572,-0.3449,-1.0299,-0.4213,1.0844,0.7871,1.0596,-1.8939,1.7411,0.5012,-0.2056,-0.8147,-0.3895,-0.7823,1,-0.1274,1,0
4,0.6184,2.0345,1.314,-1.4163,0.7743,-0.6576,2.0871,-2.2652,0.1744,0.6912,-1.3047,-0.6583,2.0054,1.8164,-1.8939,1.7411,1.2386,-0.4909,-1.3162,0.058,-0.7823,2,1.9534,1,0
10,0.4876,-2.7124,1.314,-1.4163,-0.3253,-0.6576,-2.3003,-0.5786,-0.8262,0.6912,0.6012,-0.6583,0.1956,-0.1015,-0.2006,0.2621,-0.5928,-0.0614,-0.4347,-1.1174,-0.7823,2,1.2182,1,0
9,-1.3633,-1.0963,-1.1481,-1.0988,0.7743,-0.6576,-0.62,-0.5786,0.1744,-0.6142,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,-0.5707,3.8591,2,-2.0409,1,0
4,-3.3778,0.5409,0.4394,-1.0499,-0.0363,-0.6576,-0.62,-0.1687,-0.6079,-0.6142,-0.9391,-1.6139,0.1956,-0.1015,-0.687,-0.9827,-1.3186,-0.0614,0.5761,-1.0394,0.7703,2,1.3006,1,0
10,0.5564,-0.3049,1.314,0.0054,1.5844,0.6364,0.5135,-0.2608,0.9684,1.2186,-0.3987,1.0844,0.7871,0.0273,0.4637,0.2621,1.2386,0.4558,0.2224,0.6818,0.2907,2,-0.1274,1.6666666,0
2,-0.5255,2.0345,-2.7106,1.8202,0.7743,-0.6576,0.5102,2.0073,1.8245,0.6912,0.6012,-1.1664,0.6314,0.6291,1.8905,-0.6723,-0.5928,-0.0614,-0.4347,-0.6659,0.7703,2,-0.7833,1,0
6,-0.4566,-0.0424,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,0.1744,-1.9892,-0.9391,-1.1534,2.0054,1.8164,1.1911,0.2621,-1.3186,-0.0614,-1.3162,-0.9879,1.1625,2,-0.7833,2,0
9,-0.5097,2.0345,1.314,1.8202,0.7743,-0.6576,-0.62,0.4572,0.1744,-0.6142,0.6012,-1.1664,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,-0.3184,-0.7823,2,1.2182,2,0
6,-0.749,-0.1071,-1.2181,-0.7441,0.5121,-0.6576,-0.3335,0.3695,-0.3689,-0.6142,-0.9391,-0.6583,-0.5707,-0.6545,0.4637,0.2621,-0.5928,-1.2865,-0.6331,-0.3184,-0.7823,1,-0.1274,2.3333333,0
1,-2.7741,-0.7289,0.0297,-0.254,0.6796,-0.6576,-0.0999,0.4599,-0.8687,-1.558,-0.9391,-1.1664,0.1956,-0.1015,-0.4342,0.2621,0.5012,-0.0614,-0.4347,-0.6659,-0.7823,1,0.6015,1.6666666,0
5,-2.3301,0.7767,1.314,-0.1803,0.7743,-1.5824,-0.0716,-0.4677,-0.0543,0.0866,0.6012,-0.6583,-0.2047,-0.1015,0.052,-0.569,1.2386,-0.5536,-0.4347,-0.5566,0.2907,1,1.8947,1.3333334,0
8,-1.9696,-0.0424,0.481,0.2329,0.5121,-0.6576,0.2464,-0.1687,-0.8262,-0.6142,-0.1855,-1.1664,0.1956,-0.1015,0.4637,0.2621,0.1038,-0.0614,-1.3162,-0.445,-0.7823,1,1.9534,1,0
6,0.5687,2.0345,-0.7769,-0.0424,-1.6391,-0.6576,-0.62,-0.5786,0.1744,-1.9892,-0.9391,-1.6139,-1.1146,-0.1015,-0.687,-0.9827,1.2386,2.3693,0.7603,2.7249,3.8591,1,0.9028,1,0
1,-1.0813,-0.5148,-2.7106,-0.8332,-0.3253,-0.6576,-1.3058,-0.5786,-0.6079,-0.6142,-1.4801,-0.6583,0.1956,-0.1015,0.4637,0.2621,-2.1783,-0.7906,-0.094,-0.1843,1.2618,2,1.8674,1,0
5,0.4603,0.7843,-0.3971,-0.8332,-0.6555,-0.6576,-0.62,-0.4708,0.1744,-0.6142,-0.9391,-0.6583,-0.2661,-0.1015,0.4637,-0.6723,-0.5928,-1.2717,-1.3162,-0.8273,-0.7823,1,1.6556,1.3333334,0
10,-1.3442,2.0345,1.314,1.8202,2.0165,-2.4468,2.0871,2.0073,1.8245,2.0378,1.6762,-2.5375,2.0054,1.8164,-1.8939,1.7411,0.5012,2.3693,1.8524,2.7249,-0.7823,2,1.6299,1,0
6,-1.5039,0.4922,0.7628,0.3176,0.2012,-1.1847,-0.0999,0.1915,0.1744,0.6912,0.6012,1.0844,-0.2661,-0.1015,-0.2006,-0.3121,-0.5928,-0.4909,0.5761,-0.7386,0.2907,2,0.6015,1.3333334,0
10,-0.7977,-0.8323,-1.7803,0.0837,-0.6555,1.0346,-0.62,-2.2652,-2.2177,2.0378,-0.9391,-2.5375,-2.345,-2.7365,-0.0576,-2.1464,1.2386,-1.9076,-2.5252,-2.4306,0.2907,2,3.0494,1,0
7,-1.7081,-1.1923,-0.0862,-0.2546,0.0728,-0.6576,0.2751,0.3721,0.6134,0.0866,-0.9391,-1.8264,0.4352,-0.1015,-0.9823,0.9759,-1.0387,-0.9898,-0.6331,-0.8862,-0.7823,2,0.6015,1,0
8,-1.0907,0.5409,-0.3673,0.7198,0.0728,-0.6576,0.5102,0.4572,0.9276,0.6912,1.6762,-0.6583,-0.2661,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,-0.0845,-0.7823,2,3.0494,1,0
4,-1.3335,1.0573,1.314,1.1049,-0.5551,-0.6576,0.5408,0.5437,-0.3689,0.2865,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,0.1869,-0.4531,-0.9149,-0.3184,-0.7823,1,-1.2356,1,0
10,1.2695,2.0345,-2.7106,-1.0988,-0.3253,-0.6576,-2.3003,-0.5786,-1.1572,-0.6142,1.6762,1.0844,0.1956,-0.1015,-1.8939,1.7411,-0.5928,-0.0614,0.5761,0.3389,-0.7823,2,-0.1274,1.3333334,0
10,-1.0526,-2.7124,1.314,1.8202,-0.3253,-0.6576,0.5102,0.4572,0.1744,-0.6142,-0.9391,1.0844,-0.6888,-0.1015,-0.687,0.2621,1.2386,-0.0614,-0.8147,2.7249,-0.7823,2,2.5251,1,0
5,-0.7456,-0.0424,1.314,-0.0424,0.2012,0.2127,0.5102,0.8329,-0.9379,-0.1532,-0.9391,-0.6952,-0.5707,-0.1015,-0.4342,-0.523,-1.1176,-0.7906,-0.6331,-0.5582,0.2907,2,-0.7733,1.3333334,0
5,-0.1486,-0.0829,-0.5683,0.1814,-1.6391,-1.1847,0.2751,-0.9282,0.1744,-1.2276,-0.5107,1.0844,0.7871,-0.1015,0.4637,0.2621,-1.1176,-1.0974,-0.7346,-0.6659,0.2308,1,-0.4007,1,0
8,-0.8665,2.0345,1.314,1.8202,0.7743,-0.6576,2.0871,0.4546,1.8245,0.6912,1.6762,1.0844,1.1811,1.8164,-0.687,0.2621,0.3385,0.5075,0.8347,-0.1843,-0.7823,2,-0.0061,1,0
8,-0.2948,1.1945,-1.3119,-2.9425,2.0165,1.0346,2.0871,2.0073,0.1744,-0.6142,1.6762,-0.6583,0.1956,-0.1015,-1.8939,1.7411,0.7301,-0.0614,-1.3162,0.1695,-0.7823,2,1.8947,1,0
6,-1.7689,-0.1464,-0.2441,0.0351,-0.6555,-0.6576,-1.3058,-0.9282,-0.8405,0.202,-0.9391,0.0042,-0.2661,-0.772,0.4637,0.2621,-1.3959,-0.8738,-0.2151,-0.9694,1.1625,2,1.1619,1.3333334,0
6,-0.6061,-0.7049,0.2384,0.5853,1.3195,-0.6576,-0.1337,0.1041,-0.8547,-0.1532,-1.3047,-0.6583,0.1956,-0.6545,0.4637,0.2621,0.1869,-0.4525,-0.4347,-1.1884,0.2907,2,-0.1274,1.3333334,0
8,-1.8461,-0.0424,1.314,1.8202,1.458,-0.6576,1.5391,0.5464,0.6797,-0.6142,0.6012,1.0844,-0.5707,-0.1015,-0.687,0.2621,1.2386,-0.0614,-0.4347,0.2863,-0.7823,1,1.8947,1,0
9,-1.0771,-0.9514,-1.174,-0.0424,0.7743,-0.6576,0.5102,-0.5786,-0.3689,-0.6142,-0.9391,1.0844,-0.2661,-0.7233,0.4637,-0.569,0.1869,-0.5536,-0.4347,-0.5635,-0.7823,2,1.8651,1,0
3,0.5785,2.0345,0.3995,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-1.36,0.6012,1.0844,0.7871,1.8164,-0.687,1.7411,-0.5928,2.3693,1.8524,-0.1797,-0.7823,2,1.2182,1,0
10,-1.4512,-0.472,1.314,1.8202,0.5121,-1.6759,0.6836,0.4572,0.6797,2.0378,-0.0682,1.0844,1.1811,1.8164,0.855,-0.7557,0.1869,-0.4455,-1.4455,-0.0627,0.6725,2,0.6015,1.3333334,0
10,0.4313,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-1.9892,1.6762,-2.5375,0.2653,1.1448,-0.5311,1.7411,0.1869,2.3693,-0.447,-0.124,-0.7823,2,-0.5079,1,0
5,0.2057,-0.7049,-1.3684,-1.3309,-0.7784,-0.6576,-0.8885,-2.2652,-1.7468,0.6912,-0.9391,-0.6583,1.1811,-0.6545,0.4637,0.2621,1.2386,-0.0614,0.5761,-0.3184,0.1462,2,1.9534,1.3333334,0
10,-0.8537,2.0345,1.314,1.8202,0.7743,1.0346,2.0871,0.4572,1.8245,2.0378,1.6762,1.0844,0.1956,1.8164,1.8905,0.2621,-0.5928,2.3693,1.8524,-0.8824,-0.7823,1,-1.2356,1,0
10,-2.1409,-1.118,-0.1697,1.8202,2.0165,-1.8598,-2.3003,2.0073,1.8245,0.2865,1.6762,1.0844,2.0054,0.9982,0.8794,-2.1464,0.1038,2.3693,1.4751,-0.5707,1.9777,1,0.6015,1,0
10,-0.706,2.0345,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,1.3209,-1.558,-0.1855,1.0844,-0.6888,-0.1015,-0.4342,0.2621,1.2386,1.6438,-0.5266,0.165,-0.7823,1,-0.7733,1,0
0,-1.4871,-2.7124,-0.9422,-0.3001,-0.3253,-1.0691,-0.62,0.1915,0.1744,-0.6142,-2.1428,-0.6583,-1.3427,-0.1015,-0.687,-2.1464,-3.0666,-1.4832,-0.4347,-1.0875,1.2618,2,-0.3913,2.3333333,0
4,-0.9942,1.2471,-1.5447,-0.8332,0.0728,0.2127,-0.2336,-0.2644,0.1744,-0.6142,1.2992,0.4667,-0.5707,0.0273,0.9606,1.348,-0.5928,0.4558,-0.4347,-0.445,-0.7823,2,0.6101,1,0
9,-0.8949,2.0345,-1.6031,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-0.6142,1.6762,0.443,-0.5707,1.8164,-1.8939,1.7411,-0.3236,-0.0614,-0.4347,1.4903,-0.7823,2,-0.7767,1,0
4,-1.5323,0.871,-1.2402,-0.1809,-1.6391,-1.292,-0.0716,-1.1725,-0.6734,1.2903,0.9747,-1.1664,-1.4383,-0.1015,-0.7985,-0.9827,-1.1176,-1.2299,-1.4972,-0.9657,0.1462,1,0.2785,1.6666666,0
7,-0.8754,0.2621,1.314,0.0351,-0.3253,-0.6576,-0.62,-0.2671,0.1744,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,0.1869,-0.0614,-0.4347,-0.1903,-0.7823,2,-2.0409,2.3333333,0
5,0.2704,-0.4502,-0.6675,0.4854,0.3686,0.2127,-0.6537,-0.9282,0.0809,-0.6142,1.6762,1.0844,2.0054,1.8164,-0.2459,-0.3121,0.1869,-1.0583,0.3468,-1.3263,2.5101,2,2.5251,3.6666667,0
3,-1.841,0.4922,1.314,1.8202,0.7743,1.0346,2.0871,2.0073,1.3209,2.0378,1.6762,-0.6583,-0.9792,-0.772,0.4637,-0.9827,-0.5928,-1.4832,-0.4347,-1.1047,2.07,2,-0.0061,1,0
5,-0.415,-0.0424,-0.2023,-0.8332,-1.6391,-0.6576,-1.3451,-1.4537,-0.6079,-1.1126,-0.9391,0.0042,-0.9792,-0.1015,-0.687,0.2621,-0.5928,-1.4832,-1.3162,-0.4415,-0.7823,2,0.6015,1.3333334,0
8,0.1455,-0.0424,1.314,0.4861,0.2012,-0.6576,-0.3335,0.5464,0.1744,-0.043,0.6894,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-1.3162,-0.6464,0.2907,2,0.9952,1,0
5,-1.8552,0.396,-1.1481,-0.7868,-0.3253,-0.6576,-0.62,0.1067,-0.6894,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.4637,-0.9827,0.1869,-1.0352,-0.4347,-0.4415,-0.7823,1,0.6101,1,0
4,-0.5586,-0.6677,-1.3684,-0.5066,0.2682,-0.6576,-0.62,-0.5786,-1.1015,-0.3035,-0.9391,-1.6157,0.7871,-0.6545,-0.5311,1.7411,0.6502,-0.0614,-2.5252,-0.6659,0.1462,2,1.3735,4,0
7,-0.998,-1.1699,-2.7106,-1.4722,-0.6555,-0.6576,-0.62,-2.2652,-0.9944,0.6912,-2.1428,1.0844,0.1956,-0.1015,0.4637,-0.9827,1.2386,-0.0614,-1.7101,-0.7386,-0.7823,1,1.4511,1.3333334,0
9,-1.223,2.0345,-0.2023,-0.0424,0.7743,-0.6576,0.2751,0.4572,0.658,0.6912,0.6012,-0.6583,-0.2047,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,-0.9879,-0.7823,2,2.1583,1,0
10,-0.0147,2.0345,1.314,1.8202,1.1537,-0.6576,2.0871,0.1888,0.1744,-0.6142,0.6012,-0.6583,-0.5229,-0.1015,-1.8939,0.2621,1.2386,-0.0614,1.8524,-0.799,-0.7823,2,1.6299,1,0
10,-1.5164,-0.8695,1.314,1.8202,-0.3253,-0.6576,0.5102,2.0073,-0.6079,0.2865,-0.9391,0.0042,-0.5707,-1.1187,0.1097,0.2621,-0.5928,-0.0614,-1.3162,-0.445,-0.7823,2,0.6015,1,0
10,-1.7061,-0.8922,0.2485,0.5845,0.3993,-0.6576,0.2464,-0.1687,-0.2934,0.2865,0.6894,-0.6583,0.7871,-0.1015,-0.9823,-0.1652,0.5012,-0.4684,-0.4347,-0.445,1.1625,2,1.569,1.3333334,0
9,-2.5939,-0.4614,1.314,-0.5788,1.1225,1.0346,0.5102,0.4572,0.1744,0.202,0.6012,1.0844,0.1956,-0.1015,0.8207,0.9269,-0.5928,-0.4909,0.5761,0.3225,-0.7823,2,1.9913,1,0
9,-1.0209,-0.0424,0.1597,0.006,2.0165,-0.6576,0.5102,2.0073,0.1744,-0.6142,0.6012,-0.6583,0.1956,-0.6545,-0.13,0.2621,-0.5928,-0.0614,-0.4347,-0.3184,-0.7823,2,1.569,1.3333334,0
10,-0.1062,1.1945,1.314,1.8202,2.0165,1.0346,1.1884,1.1813,1.3209,1.2903,1.6762,1.0844,1.1811,1.8164,-0.2006,1.7411,0.1869,-0.0614,-0.0598,0.7356,0.7841,2,0.1744,1,0
8,-0.7982,0.2621,0.3995,0.006,-0.3253,1.0346,-0.62,-0.5786,-2.2177,-0.6142,-0.9391,1.0844,0.571,-0.1015,1.8905,1.7411,1.2386,-0.0614,0.5761,-0.8164,-0.7823,2,1.8947,1.3333334,0
6,-0.5154,-0.0424,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,1.2403,0.2865,-0.5358,1.0844,-0.1017,-0.1015,0.4637,0.2621,-0.5928,-0.5536,0.5761,0.3241,-0.7823,2,1.9913,1.6666666,0
10,-1.5395,-0.6242,0.7015,0.7198,2.0165,-0.6576,2.0871,2.0073,1.8245,0.6912,0.6012,1.0844,0.1956,-0.1015,0.4637,0.2621,-0.5928,2.3693,0.5761,-0.9879,2.07,2,-0.7733,2,0
7,-0.2533,0.0953,1.314,0.6532,1.251,0.2127,0.5135,0.1915,0.6797,0.2865,0.6012,0.0083,0.3709,-0.1015,-0.9823,0.2621,0.1869,-0.4684,0.3468,0.3241,-0.7823,2,1.9534,1.3333334,0
7,-1.1637,-0.0896,0.2148,0.5467,1.458,0.6402,-1.6631,-0.1687,-0.6413,0.6912,-0.9391,0.0042,-0.8279,-1.071,0.5949,0.8126,-1.566,-0.3595,-0.4347,-0.8273,-0.7823,1,1.8947,1.3333334,0
10,0.6744,-0.9609,0.7015,1.8202,0.7743,-0.6576,0.5102,0.4572,0.1744,0.6912,-0.9391,-0.6583,0.1956,0.0273,0.4637,0.2621,1.2386,-1.0352,-0.4347,-0.9803,0.2907,2,1.8674,2,0
0,-0.9839,2.0345,-1.555,-2.1704,1.3514,1.0346,-0.62,2.0073,-1.4554,-0.769,1.6762,-0.6583,-0.9792,-1.3692,0.4637,0.2621,-1.902,-0.0614,1.8524,-1.2605,-0.7823,2,1.1314,1,0
9,-1.6562,2.0345,-2.7106,-2.9425,-1.6391,-0.6576,-2.3003,-2.2652,-2.2177,-1.9892,1.6762,-2.0711,2.0054,-0.1015,0.052,-1.593,-0.5928,-0.0614,-0.4347,0.1685,-0.7823,2,-0.5079,1.3333334,0
10,-2.0001,0.1188,-1.1481,-1.0988,-0.0363,-0.6576,-0.0438,-0.6894,-1.0615,-0.6142,-2.1428,-2.5375,0.4352,-1.034,0.4637,1.7411,0.1869,-0.0614,-2.5252,-1.4766,2.0604,2,2.2618,1,0
5,0.3255,-0.0424,1.314,-0.0424,-0.3253,-0.6576,-0.62,-0.5786,0.1744,-0.6142,-0.9391,-0.6583,-0.9792,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,-0.4415,-0.7823,1,-0.3913,1.3333334,0
